Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District
COCHIN CHEMICALS & RUBBER PRODUCTS,"Kochi, Kerala, India",Kerala,688524,0,0,0,0,63645,1599,29251,75952,94874,Cherthala,Alappuzha
COCHIN MARINE ENGINEERING BOAT YARD,"Kochangadi Rd, Kochangadi, Chullickal, Kochi, Kerala 682002, India",Kerala,682002,0,0,0,0,8172,0,0,0,0,Kochi,Ernakulam
COIR YARN TEX,"Kaichoondi, Alappuzha, Aryad South, Kerala 688006, India",Kerala,688006,0,0,0,0,138527,339326,431041,456423,733740,Ambalapuzha,Alappuzha
DHIVYAA CREATIONS,"Old No-23, New-No-47, Ist Floor, E TV Swamy Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",Tamil Nadu,641002,0,0,0,0,54642,63973,30544,66665,0,Coimbatore South,Coimbatore
DIVYA GARMENTS,"38RX+V3W, Town Extn, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,91,0,0,0,0,Tiruppur,Coimbatore
DREAMLINE FASHIONS,"296/1C, 1G, Sundamedu Colony, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,9412,26261,18130,4718,0,Kangayam,Erode
EMPOROS HIND P.LTD.,"Ann Fuels Compound, Nalanchira, Paruthippara, Thiruvananthapuram, Kerala 605015, India",Kerala,605015,0,0,0,0,25000,0,0,0,0,Paruthippara,Thiruvananthapuram
ESKAY ENTERPRISES,"Plot No. 743, Door No. 28 59th Street, 10th, 2nd St, Sector 10, K. K. Nagar, Chennai, Tamil Nadu 600078, India",Tamil Nadu,600078,0,0,0,0,12675,0,0,0,0,Chennai City Corporation,Chennai
ESTEEM RUBBER PRODUCTS,"Perumpanachy Thottakkad Road Thottackad, Perumpanachy, Kerala 686536, India",Kerala,686536,0,0,0,0,17345,0,0,0,0,Changanassery,Kottayam
EUROLINE INTERNATIONAL,"SF No. 1/1-A, D.No. 127/19-A, Thalingikattu Thottam, P.O, Sakthi Theatre Rd, Shrinagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,50000,39913,20949,30118,29171,Tiruppur,Coimbatore
EVERSHINE CHEMICAL INDUSTRIES,"Pallippuram P. O., Cherthala, Kelamangalam, Alleppey, Kerala 688541, India",Kerala,688541,0,0,0,0,1025,2920,0,0,0,Cherthala,Alappuzha
EXPOSOFT TECHNOLOGIES,"306, Neospace, KINFRA Techno Industrial Park, Kakkanchery, Kakkanchery, Kerala 673635, India",Kerala,673635,0,0,0,0,1036,800,308,0,0,Tirurangadi,Malappuram
FABIAN TECHNOLOGIES,"kottiyam, NH 47, Kollam, Kottiyam, Kerala 691571, India",Kerala,691571,0,0,0,0,60,0,0,0,0,Kollam,Kollam
FERROMAX FOUNDRIES INDIA P.LTD.,"95A Cosmafan Foundry Park, Arasur, Tamil Nadu 641407, India",Tamil Nadu,641407,0,0,0,0,13077,0,0,0,0,Palladam,Coimbatore
FIBRA GARMENTS,"2FJH+3V9, Kandiankoil, Tamil Nadu 641665, India",Tamil Nadu,641665,0,0,0,0,546,3941,21962,11658,25036,Kandiankoil,Coimbatore
FINE ART PLASTICS,"Kaloor - Kadavanthara Rd, Kathrikadavu, Kaloor, Kochi, Kerala 682017, India",Kerala,682017,0,0,0,0,220,0,0,0,0,Ernakulam,Ernakulam
FITCO FOODS,"65/61, 1st floor, Thirumangalam Rd, Block Q, Agathiyar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",Tamil Nadu,600049,0,0,0,0,124880,588963,77870,132326,128870,Ambattur,Tiruvallur
FORTUNE GATE ORGANIC FARMING,"67XH+8P9, Kerala 680732, India",Kerala,680732,0,0,0,0,2100,440,506,428,0,Mukundapuram,Thrissur
FOS KNITS,"23H, Mariamman Kovil Street, Aathupalayam Main Rd, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,1620,870,0,0,0,Tiruppur,Coimbatore
FREE LOOK FASHIONS,"39WR+RC3, Nallur, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,0,0,0,0,24253,0,40125,137664,57019,Tiruppur,Coimbatore
FRENDI FASHIONS,"6, Arcot Rd, Ganesh Nagar, Porur, Chennai, Tamil Nadu 600116, India",Tamil Nadu,600116,0,0,0,0,2581,3385,7200,8601,7728,Sriperumbudur,Kanchipuram
FROTUNE FLEXIPRINT PACK,"P.O, 1/508, Ponjassery, A M Thomas Rd, Perumbavoor, Ponjassery, Kerala 683547, India",Kerala,683547,0,0,0,0,912,0,0,0,0,Kunnathunad,Ernakulam
G.H.ASSOCIATES,"Golden Plaza, Chittoor Rd, opp. Mymoon Theatre, Padma Junction, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",Kerala,682018,0,0,0,0,3791,3981,0,751,2807,Ernakulam,Ernakulam
GA JOLLI,"96-1, MGR Rd, Shiva Shankar Nagar, Nagalkeni, Chromepet, Chennai, Tamil Nadu 600044, India",Tamil Nadu,600044,0,0,0,0,8664,0,0,0,0,Chromepet,Kanchipuram
GANGA OPTHOCARE,"CP-IV-673, Vattoly Road, Chittariparamba P.O, Kannur, Chittariparamba, Kerala 670650, India",Kerala,670650,0,0,0,0,110,0,0,0,2761,Thalassery,Kannur
GEETHA ENTERPRISES,"Center Point, Mini Bypass Rd, near Lulu Hypermarket, Mankave, Kozhikode, Kerala 673007, India",Kerala,673007,0,0,0,0,1188,2456,0,0,0,Kozhikode,Kozhikode
GENUINE GARMENTS (INDIA),"18, Mangadu Rd, Kayeenthemillath Nagar, Pattur, Mangadu, Pattur, Chennai, Tamil Nadu 600122, India",Tamil Nadu,600122,0,0,0,0,1468,0,0,0,0,Sriperumbudur,Kanchipuram
GLOBE C INDIA INTERNATIONAL,"SRCM MANJERI CENTRE, Ajantha Building, C H Bypass, Kuthukal, Manjeri, Kerala 676121, India",Kerala,676121,0,0,0,0,5974,0,0,0,0,Ernad,Malappuram
GOLD WOOD INDUSTRIES,"2HG7+8XF, Pezhakkappilly, Kerala 686674, India",Kerala,686674,0,0,0,0,775070,1284350,0,885900,1436600,Pezhakkapilly,Ernakulam
GOLDEN SPENCER TRADING,"Okkal, Kalady, Chelamattom part, Kerala 683544, India",Kerala,683544,0,0,0,0,33678,80868,0,39607,0,Kunnathunad,Ernakulam
IMPRIME VENTURES,"PLOT NO. S 96 KINFRA IIT PARK, POST, Kanjikode, Kinfra Textile Park, Kerala 678621, India",Kerala,678621,0,0,0,0,19159,23602,23886,0,16368,Palakkad,Palakkad
INNOPOLIS BIO INNOVATIONS,"18/18, Near BPCL Petrol Pump Puthya Road, Vadagode P.O., Mundanpalam, Kollamkudimugal, Kangarappady, Kochi, Kakkanad, Kerala 682021, India",Kerala,682021,0,0,0,0,44762,73946,1142,900,0,Ernakulam,Ernakulam
INTIMATE MARKETING,"Ground Floor,Fortlight Complex,Kannur,Kerala, V988+HWM, Fort Rd, Thavakkara, Kannur, Kerala 670001, India",Kerala,670001,0,0,0,0,1910,4178,0,0,0,Kannur,Kannur
JAGADAMBAN CONTAINES,"Factory at :18/789, Development Area, Binanipuram, Edayar, Kochi, Kerala 683502, India",Kerala,683502,0,0,0,0,820,0,0,0,0,Paravur,Ernakulam
JEEVAGRAM,"VI/450, Manickamangalam, Kalady, Kerala 683574, India",Kerala,683574,0,0,0,0,1150,6164,3585,0,0,Aluva,Ernakulam
JOHNY GARMENTS,"SF.NO 7/362, A2,A3, Pachankaatupalayam, Arulpuram-Veerapandi (PO, Tiruppur - Palladam Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,4001,10260,19726,452,6407,Kangayam,Erode
K.K. GARMENTS (INDIA),"120/194, Kutchery Rd, Kuil Thoppu, Mylapore, Chennai, Tamil Nadu 600004, India",Tamil Nadu,600004,0,0,0,0,34,0,0,0,0,Chennai,Chennai
K.K.TECH ENGINEERING COMPANY,"Kakkadampuram, Bus Stop, Kondotty - Tirurangadi Rd, Abdul Rahiman Nagar, Kerala 676305, India",Kerala,676305,0,0,0,0,4790,0,0,0,0,Tirurangadi,Malappuram
KADCO SYSTEMS,"KADAVY ENCLAVE, 3rd Floor, Sree Lakshmi Narayana Palace, Casino Complex Kokkali, Casino Complex, TB Rd, Kokkala, Thrissur, Kerala 680021, India",Kerala,680021,0,0,0,0,1296,819,0,1031,0,Thrissur,Thrissur
KAISER PRINT PACK,"Sukran Thottam, 306/4, Udayampalayam Rd, Thirumalai Nagar, Ganapathy, Udayampalayam, Coimbatore, Tamil Nadu 641049, India",Tamil Nadu,641049,0,0,0,0,9360,0,0,0,0,Coimbatore North,Coimbatore
KALAVATHI KNIT FASHIONS,"38GQ+P7J, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,3837,0,0,0,0,Tiruppur,Coimbatore
KALPAKA CHEMICALS,"3rd St, Muthammal Colony, Thoothukudi, Tamil Nadu 628002, India",Tamil Nadu,628002,0,0,0,0,1120,0,0,0,0,Thoothukkudi,Tuticorin
KALPAKA PROCESSING CO.,"TAK-Industrial Complex Eara, North P.O, Neelamperoor, Kerala 68653, India",Kerala,688534,0,0,0,0,26575,0,18243,8640,21115,Cherthla,Alappuzha
KANAKA POLYPACK P.LTD.,"Rd, Ashokapuram, Edayapuram, Aluva, Kerala 683101, India",Kerala,683101,0,0,0,0,3579,1395,791,0,0,Aluva,Ernakulam
KARAYIL BAKERY,"843W+7WM, Perinjanam, Kerala 680685, India",Kerala,680685,0,0,0,0,14437,10547,14359,6607,30636,Kodungallur,Thrissur
KAY KAY FABRICS,"# 25 / 12, Muthiyal Chetty St, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",Tamil Nadu,600007,0,0,0,0,5560,0,0,0,0,Perambur Purasawalkam,Chennai
KAYESSAR PROJECTS&SERVICES,"7/4, Ramaswamy St, Pudupet, Gopalapuram, Chennai, Tamil Nadu 600086, India",Tamil Nadu,600086,0,0,0,0,8124,0,0,0,0,Chennai,Chennai
KERALA SANGHEETHA NATAK ACCADEMY,"Kerala, India",Kerala,686012,0,0,0,0,1300,0,0,0,0,Kottayam,Kottayam
KERALA SEA FOODS,"Kerala, India",Kerala,688524,0,0,0,0,21000,0,0,0,0,Cherthala,Alappuzha
KOTTAYAM KITCHEN,"GVXG+9X7, Technopark Phase III Main Rd, Kulathoor, Thiruvananthapuram, Kerala 695583, India",Kerala,695583,0,0,0,0,6443,0,5103,5735,0,Thiruvananthapuram,Thiruvananthapuram
LAKSHMIRAM GARMENTS,"2773+54H, Palladam Hi-Tech Weaving Park Rd, Semmipalayam, Tamil Nadu 641662, India",Tamil Nadu,641662,0,0,0,0,3471,0,0,0,0,Palladam,Coimbatore
LAURICO NUTRACEUTICALS,"Kovilpalayam - Negamam Rd, Vaguthampalayam, Tamil Nadu 642120, India",Tamil Nadu,642120,0,0,0,0,12415,0,24480,0,0,Pollachi,Coimbatore
LEEDA POLYMERS,"11th Mile, Vydiarangadi.P.O., Peringave Rd, Ramanattukara, Kerala 673633, India",Kerala,673633,0,0,0,0,9100,0,0,0,0,Eranad,Malappuram
LEGZIN VOGUE,"#73/77,Linge, Bunglaw Stop, Stanes Rd, Extn, Odakkadu, Tiruppur, Tamil Nadu 641601, India",Tamil Nadu,641601,0,0,0,0,1389,0,0,0,0,Avinashi,Coimbatore
LOOMTEX EXPORTS,"107, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031, India",Tamil Nadu,600031,0,0,0,0,3169,0,0,28057,23201,Egmore Nungambakkam,Chennai
LOTUS KNITS,"SF No.371/4, Nochipalayam Rd, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,4948,0,9132,0,0,Kangayam,Erode
LULU FLIGHT KITCHEN,"Nedumbassery, XI/300-B, VIP Road, opp. Cochin International Airport, Kochi, Nedumbassery, Kerala 683572, India",Kerala,683572,0,0,0,0,87834,323744,342257,419339,456037,Paravur,Ernakulam
M.S.GARMENTS,"Kamarajar Nagar, Kamaraj Nagar, NGO Colony, Choolaimedu, Chennai, Tamil Nadu 600094, India",Tamil Nadu,600094,0,0,0,0,38198,2120,26138,6114,0,Chennai,Chennai
M.SUN IMPEX,"No - 49 & 51, Periyar Nagar, Main Rd, KVB Nagar, Green Lands, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,2353,0,0,0,0,Aravakurichi,Karur
MACHINGAL MARKETING AGENCIES,"Machingal, Down Hill, Malappuram, Kerala, India",Kerala,688534,0,0,0,0,4305,4507,15734,26462,4105,Cherthla,Alappuzha
MAITHRI ADVERTISING WORKS P. LTD.,"1st Floor, X872+C56 Combine Centre, KP Vallon Rd, Kadavanthra Junction, Giri Nagar, Kadavanthra, Kochi, Kerala 682020, India",Kerala,682020,0,0,0,0,159,419,65094,79333,124008,Ernakulam,Ernakulam
MANIMANGALAM NATURAL CONCEPT,"Pushpagiri, Tamil Nadu 602301, India",Tamil Nadu,602301,0,0,0,0,870,0,0,0,0,Pushpagiri,Krishnagiri
MARACA FRUIT PROCESSING CO.,"WMFQ+XRC, Kumaramangalam, Kumaramangalam part, Kerala 685608, India",Kerala,685608,0,0,0,0,1985,6181,26590,3468,6744,Thodupuzha,Idukki
MATHA BOOK CENTRE,"Salem-Kanyakumari Highway, Service Rd, Karukutty, Angamaly, Kerala 683576, India",Kerala,683576,0,0,0,0,190,0,0,0,0,Aluva,Ernakulam
MAXIN INDIA MARKETING,"3/10, Sri Balaji Nagar, Pirivu, Palakkad - Coimbatore Rd, Kumuram Garden, Coimbatore, Tamil Nadu 641008, India",Tamil Nadu,641008,0,0,0,0,4400,0,0,0,0,Coimbatore South,Coimbatore
MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",Kerala,671322,0,0,0,0,12150,0,0,0,0,Kasaragod,Kasargod
MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",Kerala,673592,0,0,0,0,1278,0,0,0,0,Sulthanbathery,Wayanad
MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",Kerala,682305,0,0,0,0,1538,0,503,0,730,Kanayannur,Ernakulam
MUKUND HOSIERIES,"2, Pkr Layout St St, Perchiplym, Perchiplym, Kuppusamypuram, Renganatha Puram, Tiruppur, Tamil Nadu 641008, India",Tamil Nadu,641008,0,0,0,0,1630,0,0,0,0,Coimbatore South,Coimbatore
N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",Tamil Nadu,641607,0,0,0,0,4289,4474,9552,34096,0,Tirupur,Coimbatore
NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,134500,421276,643318,1047681,1834493,Cherthala,Alappuzha
NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,17788,0,0,22332,12425,Kangayam,Erode
NELLIMALAYIL TRADERS,"Anithottam near Bsnl tower, Kanjirappally, Kerala 686507, India",Kerala,686507,0,0,0,0,55935,116882,81518,74476,38495,Kanjirappally,Kottayam
NEONA EMBEDDED LABZ,"41/1852, Veekshanam Rd, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",Kerala,682018,0,0,0,0,226,0,0,0,0,Ernakulam,Ernakulam
NEW TRADE LINK,"1st Floor, 198, Demellows Rd, opp. Old Natraj theatre, Thattankulam, Choolai, Chennai, Tamil Nadu 600112, India",Tamil Nadu,600112,0,0,0,0,750,0,0,270,0,Choolai,Chennai
NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",Tamil Nadu,682002,0,0,0,0,13110,511,0,7955,3930,Kochi,Ernakulam
NIVENIA INTERNATIONAL,"Q8CV+H94, Thycattussery, Kerala 688528, India",Kerala,688528,0,0,0,0,314115,240343,389277,245792,330834,Cherthala,Alappuzha
NSK INTERNATIONAL EXPORTS,"1/165, Aathupalayam Main Rd, Gayathri Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,13929,26528,27060,25614,2988,Tiruppur,Coimbatore
OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,10374,14554,22488,62718,32892,Tirupur,Coimbatore
PAZHANGADI OIL MILLS,"3CXM+XFV, Kerala 683547, India",Kerala,683547,0,0,0,0,8366,71669,195221,317836,975521,Kunnathunad,Ernakulam
PEEKAY ROLLER FLOUR MILLS,"39, Kannur Rd, Puthiyangadi, Kozhikode, Kerala 673021, India",Kerala,673021,0,0,0,0,264120,669976,764720,897459,0,Kozhikode,Kozhikode
PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",Kerala,679578,0,0,0,0,553042,613975,1069748,435258,172600,Ponnani,Malappuram
PLANET EXPORTS INDIA,"# 16/5 Oyyankadu, Vasavi College Post, Erode, Tamil Nadu 638316, India",Tamil Nadu,638316,0,0,0,0,17652,123360,0,0,0,Erode,Erode
PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",Kerala,688537,0,0,0,0,215140,780500,1217401,821000,776000,Cherthala,Alappuzha
PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,193900,949827,2208125,2413622,0,Cherthala,Alappuzha
PUDUSSERY HARDWARES,"Pudussery, Kerala 678103, India",Kerala,678103,0,0,0,0,2700,5720,0,0,0,Chittur,Palakkad
PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,8562,0,0,0,367,Aravakurichi,Karur
R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",Tamil Nadu,642122,0,0,0,0,462610,994990,624650,279310,2214850,Udamalpet,Coimbatore
R.V.NONWOVEV BAGS,"354-A, Patel Rd, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",Tamil Nadu,641009,0,0,0,0,10856,0,0,0,0,Coimbatore South,Coimbatore
RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",Tamil Nadu,641654,0,0,0,0,3615,14400,19388,4844,31666,Avinashi,Coimbatore
RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",Tamil Nadu,636002,0,0,0,0,68448,66030,35290,211035,307261,Salem,Salem
RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",Tamil Nadu,641001,0,0,0,0,14627,0,0,0,0,Coimbatore South,Coimbatore
RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,164,0,0,2173,0,Tiruppur,Coimbatore
RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,136049,199324,479275,320893,194953,Kangayam,Erode
RIFAS FRAGRANCES P.LTD.,"6RP4+25W, Mankave, Kozhikode, Kerala 673007, India",Kerala,673007,0,0,0,0,1266,981,1820,1210,13432,Kozhikode,Kozhikode
RUBY APPRELS,"7, Police Line St, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",Tamil Nadu,641601,0,0,0,0,9289,0,0,0,0,Avinashi,Coimbatore
RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,964,0,0,0,0,Tiruppur,Coimbatore
RUWI   FOODS,"Palayam, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034, India",Kerala,695034,0,0,0,0,22649,0,0,0,0,Thiruvananthapuram,Thiruvananthapuram
S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",Tamil Nadu,636006,0,0,0,0,1667,0,0,997,0,Salem,Salem
S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",Kerala,683574,0,0,0,0,25000,0,0,0,0,Aluva,Ernakulam
SAHITH ENGINEERING,"7/52 2A2, Balaji, Peelamedu Industrial Estate, Gauthama Puri Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",Tamil Nadu,641035,0,0,0,0,70066,0,0,0,0,Coimbatore North,Coimbatore
SAKITDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,9666,0,2614,0,3563,Tiruppur,Coimbatore
SANCHI BAGS,"T.C 26/1340 Latha Bhavan Secretariat Ward, opp. SP Granddays, Chenkalchoola Colony, Thycaud, Thiruvananthapuram, Kerala 695014, India",Kerala,695014,0,0,0,0,500,0,0,0,0,Thiruvananthapuram,Thiruvananthapuram
SARA TEX INDIA,"38JM+FJH, Unnamed Road, LRG Layout, Iduvampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,4200,0,0,0,1079,Tiruppur,Coimbatore
SHARON EXPORTS,"No. 10, Asiriyar St, MPM Street, Kakanji Colony, Perambur, Chennai, Tamil Nadu 600077, India",Tamil Nadu,600077,0,0,0,0,26000,19000,0,0,0,Poonamallee,Tiruvallur
SHIVLA INTERNATIONAL,"34/1, Kamatchiamman Koil Street, Behind Old Bus Stand, Karuvam Palyam, Karuvam Palyam, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,7200,6301,50043,0,0,Tiruppur,Coimbatore
SHREE KUMARAN ALLOYS,"V. Rajappan SF, 461, Telungu Palayam Rd, Ellappalayam, Tamil Nadu 641697, India",Tamil Nadu,641697,0,0,0,0,358,0,159759,50342,88146,Mettupalayam,Coimbatore
SIGN GARMENTS,"38W8+5JQ, Unnamed Road, Hare Rama Hare Krishna Nagar, Periyandipalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",Tamil Nadu,641687,0,0,0,0,19583,6990,0,2139,381,Tiruppur,Coimbatore
SLEEK FIT EQUIPMENTS,"22, Vadavalli, MG Colony, Coimbatore, Tamil Nadu 641041, India",Tamil Nadu,641041,0,0,0,0,593593,0,5017,7446,0,Coimbatore North,Coimbatore
SOWPARNIKA THERMISTORS&HYBRIDS P.LTD.,"H6HF+QQW, Kolazhy, Thrissur, Kerala 680581, India",Kerala,680581,0,0,0,0,271,0,93,90,0,Thrissur,Thrissur
SQUBE TRADERS,"52, Rose Gardens Rd, Rose Gardens, Peringavu, Thrissur, Kerala 680008, India",Kerala,680008,0,0,0,0,18786,0,0,0,0,Thrissur,Thrissur
SREE AATHI ESWARAR TRADING CORPORATION,"No 68, V.O.C. Nagar, 3rd Street, Samundipuram Main Rd, MS Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,26108,0,0,0,0,Tiruppur,Coimbatore
SRI SASTHA ENGINEERING,"27-A, Challandi Amman Nagar, Housing Unit West, Singanallur, Venkata Lakshmi Nagar, Chellandy Amman Nagar, Coimbatore, Tamil Nadu 641005, India",Tamil Nadu,641005,0,0,0,0,7275,0,0,0,0,Coimbatore South,Coimbatore
SRI SIVASAKTHI KNIT GARMENTS,"No-54, Padmini Garden, Pudur Rd, KNS Subramaniam Nagar, Knp Subramania Nagar, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,33036,9500,13282,5653,17596,Tiruppur,Coimbatore
SRI THIRUMAL EXPORTS,"# 368, 4, th cross, Vaiyapuri Nagar, Gandhi Puram, Karur, Tamil Nadu 2, India",Tamil Nadu,682002,0,0,0,0,83000,0,0,0,0,Kochi,Ernakulam
SRI VARI IMPEX,"SF No:- 209/2, A.K. Bharathi Nagar, Karuppampalayam Rd, Appipalayam, Tamil Nadu 639003, India",Tamil Nadu,639003,0,0,0,0,1260,0,11964,1096,1281,Karur,Karur
SRI VRINTHA TRADERS,"BASMATHI COMPLEX, 164, Siddhapudur, Balasundaram Layout, Balaji Nagar, Coimbatore, Tamil Nadu 641044, India",Tamil Nadu,641044,0,0,0,0,2443,0,0,0,0,Coimbatore South,Coimbatore
ST.THOMAS ENGINEERING WORKS,"Opp.South Indian Bank, St.John's Dayara Complex, SH 1, Chingavanam, Kottayam, Chingavanam, Kerala 686531, India",Kerala,686531,0,0,0,0,1420,0,0,0,0,Changanacherry,Kottayam
STERLING APPARELS,"44FR+WCX, Balaji Nagar, Tirmullaivayal, Chennai, Tamil Nadu 600062, India",Tamil Nadu,600062,0,0,0,0,6796,0,0,1420,0,Poonamallee,Tiruvallur
SUPER METAL SALES,"3/188/3,Thirunelveli Main Road.Opp:Collectorate Office, Periyanayagapuram, Thoothukudi, Tamil Nadu 628101, India",Tamil Nadu,628101,0,0,0,0,400,0,0,0,0,Tuticorin,Tuticorin
SUPER MIDDLE EAST MARKETING P.LTD.,"1, Civil Lines Rd, Kalyan Nagar, ayyandhol, Thrissur, Kerala 680003, India",Kerala,680003,0,0,0,0,3100,0,0,0,677,Thrissur,Thrissur
T.R.GLOBAL EXPORTS,"94, Door No. 5, 1st Main Rd, Lazar Nagar, Avadi, Tamil Nadu 600071, India",Tamil Nadu,600071,0,0,0,0,41400,0,0,0,182250,Poonamallee,Tiruvallur
TARUN CREATION,"1/74B,Ground Floor, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,3820,695,87382,26507,4308,Kangayam,Erode
TECHNO SPORTSWEAR P.LTD.,"SF102A, Leeds Compound, Kasipalayam Main Road, PO, Nallur, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,0,0,0,0,14734,34456,75827,234489,130404,Tiruppur,Coimbatore
TECWA GROUP,"15/58, Desom, Aluva, Kerala 683102, India",Kerala,683102,0,0,0,0,74,0,0,0,0,Aluva,Ernakulam
TENNY JOSE LTD.,"Avenue Tower, Bishop Alapatt Rd, opposite Marthoma Church, East Fort, Keerankulangara, Thrissur, Kerala 680005, India",Kerala,680005,0,0,0,0,4360,125190,0,0,0,Keerankulangara,Thrissur
TETRA KNITS,"D NO.2/858-19, MALAYAMPALAYAM, GANAPATHIPALAYAM POST PALLADAM TK PALLADAM, TK, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,14400,0,0,0,210,Kangayam,Erode
TEXFAB KNITWEAR,"17A, 16, 4th St, Erukadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,2777,6999,0,0,0,Tiruppur,Coimbatore
